run_id,pair_id,architecture,seed,withdrawal_time_ticks,horizon_days,branch,territorial_retention,formation_survival_fraction,casualty_ratio,mean_formation_readiness,composite_capability,organic_personnel_reserve,recruit_graduation_throughput,indigenous_supply_delivered,unassisted_command_reliability,autonomy_ratio,performance_delta,substitution_index,decay_rate,air_cost,logistics_cost,command_cost,force_gen_cost,total_cost,discounted_cost,omega_manpower,omega_firepower,omega_logistics,omega_command,omega_min,omega_mean,omega_geo
bottleneck_targeted_s102_h7_SUPPORT_OFF,bottleneck_targeted_s102_h7,bottleneck_targeted,102,60,7,SUPPORT_OFF,0.8043,0.8135,1.6671,0.7928,0.815,600.0,28.0,650.0,0.663,1.0197,-0.0157,0.35,0.004,80597.01492537314,98507.46268656717,116417.9104477612,152238.80597014926,447761.19,443670.69,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s102_h30_SUPPORT_ON,bottleneck_targeted_s102_h30,bottleneck_targeted,102,60,30,SUPPORT_ON,0.7402,0.7528,1.5457,0.7355,0.7476,600.0,28.0,650.0,0.663,0.9769,0.0173,0.35,0.004,90000.0,110000.0,130000.0,170000.0,500000.0,493873.88,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s102_h30_SUPPORT_OFF,bottleneck_targeted_s102_h30,bottleneck_targeted,102,60,30,SUPPORT_OFF,0.7238,0.7373,1.5146,0.7208,0.7303,600.0,28.0,650.0,0.663,0.9769,0.0173,0.35,0.004,60000.0,73333.33333333333,86666.66666666666,113333.33333333333,333333.33,329249.25,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s102_h90_SUPPORT_ON,bottleneck_targeted_s102_h90,bottleneck_targeted,102,60,90,SUPPORT_ON,0.7917,0.8016,1.6431,0.7815,0.8017,600.0,28.0,650.0,0.663,0.8886,0.0893,0.35,0.004,90000.0,110000.0,130000.0,170000.0,500000.0,489831.55,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s102_h90_SUPPORT_OFF,bottleneck_targeted_s102_h90,bottleneck_targeted,102,60,90,SUPPORT_OFF,0.7068,0.7212,1.4824,0.7056,0.7124,600.0,28.0,650.0,0.663,0.8886,0.0893,0.35,0.004,36000.0,44000.0,52000.0,68000.0,200000.0,195932.62,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s102_h180_SUPPORT_ON,bottleneck_targeted_s102_h180,bottleneck_targeted,102,60,180,SUPPORT_ON,0.7917,0.8017,1.6433,0.7816,0.8018,600.0,28.0,650.0,0.663,0.7832,0.1739,0.35,0.004,90000.0,110000.0,130000.0,170000.0,500000.0,483830.02,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s102_h180_SUPPORT_OFF,bottleneck_targeted_s102_h180,bottleneck_targeted,102,60,180,SUPPORT_OFF,0.6266,0.6452,1.3304,0.6338,0.628,600.0,28.0,650.0,0.663,0.7832,0.1739,0.35,0.004,22500.0,27500.0,32500.0,42500.0,125000.0,120957.5,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s103_h7_SUPPORT_ON,bottleneck_targeted_s103_h7,bottleneck_targeted,103,60,7,SUPPORT_ON,0.7858,0.796,1.6321,0.7763,0.7956,600.0,28.0,650.0,0.663,0.9971,0.0023,0.35,0.004,90000.0,110000.0,130000.0,170000.0,500000.0,495432.27,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s103_h7_SUPPORT_OFF,bottleneck_targeted_s103_h7,bottleneck_targeted,103,60,7,SUPPORT_OFF,0.7836,0.7939,1.6279,0.7743,0.7933,600.0,28.0,650.0,0.663,0.9971,0.0023,0.35,0.004,80597.01492537314,98507.46268656717,116417.9104477612,152238.80597014926,447761.19,443670.69,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s103_h30_SUPPORT_ON,bottleneck_targeted_s103_h30,bottleneck_targeted,103,60,30,SUPPORT_ON,0.8181,0.8266,1.6932,0.8051,0.8296,600.0,28.0,650.0,0.663,0.9511,0.0406,0.35,0.004,90000.0,110000.0,130000.0,170000.0,500000.0,493873.88,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s103_h30_SUPPORT_OFF,bottleneck_targeted_s103_h30,bottleneck_targeted,103,60,30,SUPPORT_OFF,0.7795,0.7901,1.6201,0.7706,0.789,600.0,28.0,650.0,0.663,0.9511,0.0406,0.35,0.004,60000.0,73333.33333333333,86666.66666666666,113333.33333333333,333333.33,329249.25,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s103_h90_SUPPORT_ON,bottleneck_targeted_s103_h90,bottleneck_targeted,103,60,90,SUPPORT_ON,0.7746,0.7854,1.6109,0.7663,0.7838,600.0,28.0,650.0,0.663,0.8846,0.0905,0.35,0.004,90000.0,110000.0,130000.0,170000.0,500000.0,489831.55,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s103_h90_SUPPORT_OFF,bottleneck_targeted_s103_h90,bottleneck_targeted,103,60,90,SUPPORT_OFF,0.6887,0.704,1.4481,0.6894,0.6934,600.0,28.0,650.0,0.663,0.8846,0.0905,0.35,0.004,36000.0,44000.0,52000.0,68000.0,200000.0,195932.62,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s103_h180_SUPPORT_ON,bottleneck_targeted_s103_h180,bottleneck_targeted,103,60,180,SUPPORT_ON,0.8074,0.8165,1.673,0.7956,0.8183,600.0,28.0,650.0,0.663,0.8264,0.1421,0.35,0.004,90000.0,110000.0,130000.0,170000.0,500000.0,483830.02,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s103_h180_SUPPORT_OFF,bottleneck_targeted_s103_h180,bottleneck_targeted,103,60,180,SUPPORT_OFF,0.6724,0.6886,1.4172,0.6748,0.6762,600.0,28.0,650.0,0.663,0.8264,0.1421,0.35,0.004,22500.0,27500.0,32500.0,42500.0,125000.0,120957.5,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s104_h7_SUPPORT_ON,bottleneck_targeted_s104_h7,bottleneck_targeted,104,60,7,SUPPORT_ON,0.7799,0.7905,1.6209,0.771,0.7894,600.0,28.0,650.0,0.663,1.0001,-0.0001,0.35,0.004,90000.0,110000.0,130000.0,170000.0,500000.0,495432.27,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s104_h7_SUPPORT_OFF,bottleneck_targeted_s104_h7,bottleneck_targeted,104,60,7,SUPPORT_OFF,0.78,0.7905,1.6211,0.7711,0.7895,600.0,28.0,650.0,0.663,1.0001,-0.0001,0.35,0.004,80597.01492537314,98507.46268656717,116417.9104477612,152238.80597014926,447761.19,443670.69,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s104_h30_SUPPORT_ON,bottleneck_targeted_s104_h30,bottleneck_targeted,104,60,30,SUPPORT_ON,0.7918,0.8017,1.6435,0.7817,0.8019,600.0,28.0,650.0,0.663,0.9785,0.0172,0.35,0.004,90000.0,110000.0,130000.0,170000.0,500000.0,493873.88,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s104_h30_SUPPORT_OFF,bottleneck_targeted_s104_h30,bottleneck_targeted,104,60,30,SUPPORT_OFF,0.7755,0.7863,1.6125,0.767,0.7847,600.0,28.0,650.0,0.663,0.9785,0.0172,0.35,0.004,60000.0,73333.33333333333,86666.66666666666,113333.33333333333,333333.33,329249.25,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s104_h90_SUPPORT_ON,bottleneck_targeted_s104_h90,bottleneck_targeted,104,60,90,SUPPORT_ON,0.7767,0.7874,1.6147,0.7681,0.786,600.0,28.0,650.0,0.663,0.8879,0.0881,0.35,0.004,90000.0,110000.0,130000.0,170000.0,500000.0,489831.55,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s104_h90_SUPPORT_OFF,bottleneck_targeted_s104_h90,bottleneck_targeted,104,60,90,SUPPORT_OFF,0.693,0.7081,1.4562,0.6932,0.6979,600.0,28.0,650.0,0.663,0.8879,0.0881,0.35,0.004,36000.0,44000.0,52000.0,68000.0,200000.0,195932.62,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s104_h180_SUPPORT_ON,bottleneck_targeted_s104_h180,bottleneck_targeted,104,60,180,SUPPORT_ON,0.7825,0.7929,1.6259,0.7733,0.7922,600.0,28.0,650.0,0.663,0.7927,0.1643,0.35,0.004,90000.0,110000.0,130000.0,170000.0,500000.0,483830.02,1.05,1.0,1.1,1.02,1.0,1.042,1.042
bottleneck_targeted_s104_h180_SUPPORT_OFF,bottleneck_targeted_s104_h180,bottleneck_targeted,104,60,180,SUPPORT_OFF,0.6265,0.6451,1.3302,0.6337,0.6279,600.0,28.0,650.0,0.663,0.7927,0.1643,0.35,0.004,22500.0,27500.0,32500.0,42500.0,125000.0,120957.5,1.05,1.0,1.1,1.02,1.0,1.042,1.042
calendar_transition_s101_h7_SUPPORT_ON,calendar_transition_s101_h7,calendar_transition,101,60,7,SUPPORT_ON,0.8146,0.8233,1.6867,0.802,0.8259,800.0,12.0,350.0,0.423,0.9742,0.0213,0.5,0.009,160000.0,150000.0,80000.0,110000.0,500000.0,495432.27,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s101_h7_SUPPORT_OFF,calendar_transition_s101_h7,calendar_transition,101,60,7,SUPPORT_OFF,0.7944,0.8042,1.6483,0.7839,0.8046,800.0,12.0,350.0,0.423,0.9742,0.0213,0.5,0.009,143283.58208955225,134328.35820895524,71641.79104477612,98507.46268656717,447761.19,443670.69,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s101_h30_SUPPORT_ON,calendar_transition_s101_h30,calendar_transition,101,60,30,SUPPORT_ON,0.8091,0.8181,1.6762,0.7971,0.8201,800.0,12.0,350.0,0.423,0.8774,0.1005,0.5,0.009,160000.0,150000.0,80000.0,110000.0,500000.0,493873.88,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s101_h30_SUPPORT_OFF,calendar_transition_s101_h30,calendar_transition,101,60,30,SUPPORT_OFF,0.7136,0.7276,1.4952,0.7116,0.7196,800.0,12.0,350.0,0.423,0.8774,0.1005,0.5,0.009,106666.66666666666,100000.0,53333.33333333333,73333.33333333333,333333.33,329249.25,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s101_h90_SUPPORT_ON,calendar_transition_s101_h90,calendar_transition,101,60,90,SUPPORT_ON,0.7821,0.7925,1.625,0.7729,0.7917,800.0,12.0,350.0,0.423,0.7145,0.2261,0.5,0.009,160000.0,150000.0,80000.0,110000.0,500000.0,489831.55,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s101_h90_SUPPORT_OFF,calendar_transition_s101_h90,calendar_transition,101,60,90,SUPPORT_OFF,0.5674,0.5891,1.2181,0.5808,0.5656,800.0,12.0,350.0,0.423,0.7145,0.2261,0.5,0.009,64000.0,60000.0,32000.0,44000.0,200000.0,195932.62,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s101_h180_SUPPORT_ON,calendar_transition_s101_h180,calendar_transition,101,60,180,SUPPORT_ON,0.8025,0.8118,1.6637,0.7912,0.8131,800.0,12.0,350.0,0.423,0.5841,0.3381,0.5,0.009,160000.0,150000.0,80000.0,110000.0,500000.0,483830.02,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s101_h180_SUPPORT_OFF,calendar_transition_s101_h180,calendar_transition,101,60,180,SUPPORT_OFF,0.4812,0.5075,1.055,0.5037,0.475,800.0,12.0,350.0,0.423,0.5841,0.3381,0.5,0.009,40000.0,37500.0,20000.0,27500.0,125000.0,120957.5,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s102_h7_SUPPORT_ON,calendar_transition_s102_h7,calendar_transition,102,60,7,SUPPORT_ON,0.8059,0.8151,1.6702,0.7943,0.8168,800.0,12.0,350.0,0.423,0.9769,0.0189,0.5,0.009,160000.0,150000.0,80000.0,110000.0,500000.0,495432.27,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s102_h7_SUPPORT_OFF,calendar_transition_s102_h7,calendar_transition,102,60,7,SUPPORT_OFF,0.788,0.7981,1.6362,0.7782,0.7979,800.0,12.0,350.0,0.423,0.9769,0.0189,0.5,0.009,143283.58208955225,134328.35820895524,71641.79104477612,98507.46268656717,447761.19,443670.69,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s102_h30_SUPPORT_ON,calendar_transition_s102_h30,calendar_transition,102,60,30,SUPPORT_ON,0.8448,0.852,1.7439,0.8291,0.8577,800.0,12.0,350.0,0.423,0.8847,0.0989,0.5,0.009,160000.0,150000.0,80000.0,110000.0,500000.0,493873.88,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s102_h30_SUPPORT_OFF,calendar_transition_s102_h30,calendar_transition,102,60,30,SUPPORT_OFF,0.7509,0.763,1.566,0.745,0.7589,800.0,12.0,350.0,0.423,0.8847,0.0989,0.5,0.009,106666.66666666666,100000.0,53333.33333333333,73333.33333333333,333333.33,329249.25,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s102_h90_SUPPORT_ON,calendar_transition_s102_h90,calendar_transition,102,60,90,SUPPORT_ON,0.8139,0.8226,1.6853,0.8014,0.8252,800.0,12.0,350.0,0.423,0.7211,0.2302,0.5,0.009,160000.0,150000.0,80000.0,110000.0,500000.0,489831.55,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s102_h90_SUPPORT_OFF,calendar_transition_s102_h90,calendar_transition,102,60,90,SUPPORT_OFF,0.5952,0.6155,1.271,0.6057,0.595,800.0,12.0,350.0,0.423,0.7211,0.2302,0.5,0.009,64000.0,60000.0,32000.0,44000.0,200000.0,195932.62,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s102_h180_SUPPORT_ON,calendar_transition_s102_h180,calendar_transition,102,60,180,SUPPORT_ON,0.7725,0.7835,1.6069,0.7644,0.7816,800.0,12.0,350.0,0.423,0.5984,0.3139,0.5,0.009,160000.0,150000.0,80000.0,110000.0,500000.0,483830.02,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s102_h180_SUPPORT_OFF,calendar_transition_s102_h180,calendar_transition,102,60,180,SUPPORT_OFF,0.4744,0.501,1.042,0.4976,0.4678,800.0,12.0,350.0,0.423,0.5984,0.3139,0.5,0.009,40000.0,37500.0,20000.0,27500.0,125000.0,120957.5,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s103_h7_SUPPORT_ON,calendar_transition_s103_h7,calendar_transition,103,60,7,SUPPORT_ON,0.8101,0.8191,1.6782,0.798,0.8212,800.0,12.0,350.0,0.423,1.0145,-0.0119,0.5,0.009,160000.0,150000.0,80000.0,110000.0,500000.0,495432.27,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s103_h7_SUPPORT_OFF,calendar_transition_s103_h7,calendar_transition,103,60,7,SUPPORT_OFF,0.8214,0.8298,1.6995,0.8081,0.8331,800.0,12.0,350.0,0.423,1.0145,-0.0119,0.5,0.009,143283.58208955225,134328.35820895524,71641.79104477612,98507.46268656717,447761.19,443670.69,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s103_h30_SUPPORT_ON,calendar_transition_s103_h30,calendar_transition,103,60,30,SUPPORT_ON,0.8053,0.8145,1.6691,0.7937,0.8162,800.0,12.0,350.0,0.423,0.8872,0.092,0.5,0.009,160000.0,150000.0,80000.0,110000.0,500000.0,493873.88,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s103_h30_SUPPORT_OFF,calendar_transition_s103_h30,calendar_transition,103,60,30,SUPPORT_OFF,0.7179,0.7317,1.5034,0.7155,0.7241,800.0,12.0,350.0,0.423,0.8872,0.092,0.5,0.009,106666.66666666666,100000.0,53333.33333333333,73333.33333333333,333333.33,329249.25,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s103_h90_SUPPORT_ON,calendar_transition_s103_h90,calendar_transition,103,60,90,SUPPORT_ON,0.8083,0.8174,1.6748,0.7964,0.8193,800.0,12.0,350.0,0.423,0.701,0.2449,0.5,0.009,160000.0,150000.0,80000.0,110000.0,500000.0,489831.55,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s103_h90_SUPPORT_OFF,calendar_transition_s103_h90,calendar_transition,103,60,90,SUPPORT_OFF,0.5756,0.5969,1.2338,0.5882,0.5744,800.0,12.0,350.0,0.423,0.701,0.2449,0.5,0.009,64000.0,60000.0,32000.0,44000.0,200000.0,195932.62,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s103_h180_SUPPORT_ON,calendar_transition_s103_h180,calendar_transition,103,60,180,SUPPORT_ON,0.8307,0.8386,1.7171,0.8164,0.8429,800.0,12.0,350.0,0.423,0.6123,0.3267,0.5,0.009,160000.0,150000.0,80000.0,110000.0,500000.0,483830.02,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s103_h180_SUPPORT_OFF,calendar_transition_s103_h180,calendar_transition,103,60,180,SUPPORT_OFF,0.5203,0.5445,1.129,0.5387,0.5161,800.0,12.0,350.0,0.423,0.6123,0.3267,0.5,0.009,40000.0,37500.0,20000.0,27500.0,125000.0,120957.5,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s104_h7_SUPPORT_ON,calendar_transition_s104_h7,calendar_transition,104,60,7,SUPPORT_ON,0.824,0.8322,1.7045,0.8104,0.8358,800.0,12.0,350.0,0.423,0.9532,0.0392,0.5,0.009,160000.0,150000.0,80000.0,110000.0,500000.0,495432.27,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s104_h7_SUPPORT_OFF,calendar_transition_s104_h7,calendar_transition,104,60,7,SUPPORT_OFF,0.7868,0.797,1.634,0.7772,0.7967,800.0,12.0,350.0,0.423,0.9532,0.0392,0.5,0.009,143283.58208955225,134328.35820895524,71641.79104477612,98507.46268656717,447761.19,443670.69,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s104_h30_SUPPORT_ON,calendar_transition_s104_h30,calendar_transition,104,60,30,SUPPORT_ON,0.8357,0.8433,1.7265,0.8208,0.8481,800.0,12.0,350.0,0.423,0.8569,0.1214,0.5,0.009,160000.0,150000.0,80000.0,110000.0,500000.0,493873.88,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s104_h30_SUPPORT_OFF,calendar_transition_s104_h30,calendar_transition,104,60,30,SUPPORT_OFF,0.7204,0.734,1.508,0.7177,0.7267,800.0,12.0,350.0,0.423,0.8569,0.1214,0.5,0.009,106666.66666666666,100000.0,53333.33333333333,73333.33333333333,333333.33,329249.25,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s104_h90_SUPPORT_ON,calendar_transition_s104_h90,calendar_transition,104,60,90,SUPPORT_ON,0.8202,0.8286,1.6971,0.807,0.8317,800.0,12.0,350.0,0.423,0.7619,0.198,0.5,0.009,160000.0,150000.0,80000.0,110000.0,500000.0,489831.55,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s104_h90_SUPPORT_OFF,calendar_transition_s104_h90,calendar_transition,104,60,90,SUPPORT_OFF,0.632,0.6504,1.3407,0.6387,0.6337,800.0,12.0,350.0,0.423,0.7619,0.198,0.5,0.009,64000.0,60000.0,32000.0,44000.0,200000.0,195932.62,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s104_h180_SUPPORT_ON,calendar_transition_s104_h180,calendar_transition,104,60,180,SUPPORT_ON,0.7902,0.8002,1.6403,0.7802,0.8002,800.0,12.0,350.0,0.423,0.5883,0.3294,0.5,0.009,160000.0,150000.0,80000.0,110000.0,500000.0,483830.02,0.7,0.95,0.75,0.65,0.65,0.762,0.755
calendar_transition_s104_h180_SUPPORT_OFF,calendar_transition_s104_h180,calendar_transition,104,60,180,SUPPORT_OFF,0.4772,0.5037,1.0474,0.5002,0.4708,800.0,12.0,350.0,0.423,0.5883,0.3294,0.5,0.009,40000.0,37500.0,20000.0,27500.0,125000.0,120957.5,0.7,0.95,0.75,0.65,0.65,0.762,0.755
capability_conditioned_s101_h7_SUPPORT_ON,capability_conditioned_s101_h7,capability_conditioned,101,60,7,SUPPORT_ON,0.8014,0.8108,1.6616,0.7902,0.812,650.0,30.0,680.0,0.637,0.9789,0.0171,0.38,0.0045,100000.0,120000.0,120000.0,160000.0,500000.0,495432.27,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s101_h7_SUPPORT_OFF,capability_conditioned_s101_h7,capability_conditioned,101,60,7,SUPPORT_OFF,0.7851,0.7954,1.6308,0.7756,0.7949,650.0,30.0,680.0,0.637,0.9789,0.0171,0.38,0.0045,89552.23880597015,107462.68656716419,107462.68656716419,143283.58208955225,447761.19,443670.69,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s101_h30_SUPPORT_ON,capability_conditioned_s101_h30,capability_conditioned,101,60,30,SUPPORT_ON,0.77,0.7811,1.6022,0.7621,0.779,650.0,30.0,680.0,0.637,0.9533,0.0364,0.38,0.0045,100000.0,120000.0,120000.0,160000.0,500000.0,493873.88,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s101_h30_SUPPORT_OFF,capability_conditioned_s101_h30,capability_conditioned,101,60,30,SUPPORT_OFF,0.7355,0.7484,1.5367,0.7312,0.7426,650.0,30.0,680.0,0.637,0.9533,0.0364,0.38,0.0045,66666.66666666666,80000.0,80000.0,106666.66666666666,333333.33,329249.25,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s101_h90_SUPPORT_ON,capability_conditioned_s101_h90,capability_conditioned,101,60,90,SUPPORT_ON,0.7793,0.7899,1.6198,0.7704,0.7888,650.0,30.0,680.0,0.637,0.8825,0.0927,0.38,0.0045,100000.0,120000.0,120000.0,160000.0,500000.0,489831.55,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s101_h90_SUPPORT_OFF,capability_conditioned_s101_h90,capability_conditioned,101,60,90,SUPPORT_OFF,0.6912,0.7064,1.4529,0.6916,0.696,650.0,30.0,680.0,0.637,0.8825,0.0927,0.38,0.0045,40000.0,48000.0,48000.0,64000.0,200000.0,195932.62,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s101_h180_SUPPORT_ON,capability_conditioned_s101_h180,capability_conditioned,101,60,180,SUPPORT_ON,0.782,0.7925,1.6249,0.7729,0.7916,650.0,30.0,680.0,0.637,0.8184,0.1437,0.38,0.0045,100000.0,120000.0,120000.0,160000.0,500000.0,483830.02,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s101_h180_SUPPORT_OFF,capability_conditioned_s101_h180,capability_conditioned,101,60,180,SUPPORT_OFF,0.6455,0.6631,1.3662,0.6507,0.6479,650.0,30.0,680.0,0.637,0.8184,0.1437,0.38,0.0045,25000.0,30000.0,30000.0,40000.0,125000.0,120957.5,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s102_h7_SUPPORT_ON,capability_conditioned_s102_h7,capability_conditioned,102,60,7,SUPPORT_ON,0.7846,0.7949,1.6298,0.7752,0.7943,650.0,30.0,680.0,0.637,0.9821,0.0142,0.38,0.0045,100000.0,120000.0,120000.0,160000.0,500000.0,495432.27,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s102_h7_SUPPORT_OFF,capability_conditioned_s102_h7,capability_conditioned,102,60,7,SUPPORT_OFF,0.7711,0.7821,1.6043,0.7631,0.7801,650.0,30.0,680.0,0.637,0.9821,0.0142,0.38,0.0045,89552.23880597015,107462.68656716419,107462.68656716419,143283.58208955225,447761.19,443670.69,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s102_h30_SUPPORT_ON,capability_conditioned_s102_h30,capability_conditioned,102,60,30,SUPPORT_ON,0.815,0.8236,1.6873,0.8023,0.8263,650.0,30.0,680.0,0.637,0.9297,0.0581,0.38,0.0045,100000.0,120000.0,120000.0,160000.0,500000.0,493873.88,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s102_h30_SUPPORT_OFF,capability_conditioned_s102_h30,capability_conditioned,102,60,30,SUPPORT_OFF,0.7597,0.7713,1.5827,0.7529,0.7682,650.0,30.0,680.0,0.637,0.9297,0.0581,0.38,0.0045,66666.66666666666,80000.0,80000.0,106666.66666666666,333333.33,329249.25,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s102_h90_SUPPORT_ON,capability_conditioned_s102_h90,capability_conditioned,102,60,90,SUPPORT_ON,0.8038,0.8131,1.6662,0.7924,0.8145,650.0,30.0,680.0,0.637,0.8975,0.0835,0.38,0.0045,100000.0,120000.0,120000.0,160000.0,500000.0,489831.55,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s102_h90_SUPPORT_OFF,capability_conditioned_s102_h90,capability_conditioned,102,60,90,SUPPORT_OFF,0.7245,0.738,1.5159,0.7214,0.7311,650.0,30.0,680.0,0.637,0.8975,0.0835,0.38,0.0045,40000.0,48000.0,48000.0,64000.0,200000.0,195932.62,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s102_h180_SUPPORT_ON,capability_conditioned_s102_h180,capability_conditioned,102,60,180,SUPPORT_ON,0.769,0.7801,1.6001,0.7612,0.7779,650.0,30.0,680.0,0.637,0.7926,0.1613,0.38,0.0045,100000.0,120000.0,120000.0,160000.0,500000.0,483830.02,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s102_h180_SUPPORT_OFF,capability_conditioned_s102_h180,capability_conditioned,102,60,180,SUPPORT_OFF,0.6157,0.6349,1.3098,0.624,0.6165,650.0,30.0,680.0,0.637,0.7926,0.1613,0.38,0.0045,25000.0,30000.0,30000.0,40000.0,125000.0,120957.5,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s103_h7_SUPPORT_ON,capability_conditioned_s103_h7,capability_conditioned,103,60,7,SUPPORT_ON,0.8044,0.8137,1.6674,0.7929,0.8152,650.0,30.0,680.0,0.637,1.0026,-0.0021,0.38,0.0045,100000.0,120000.0,120000.0,160000.0,500000.0,495432.27,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s103_h7_SUPPORT_OFF,capability_conditioned_s103_h7,capability_conditioned,103,60,7,SUPPORT_OFF,0.8065,0.8156,1.6712,0.7947,0.8173,650.0,30.0,680.0,0.637,1.0026,-0.0021,0.38,0.0045,89552.23880597015,107462.68656716419,107462.68656716419,143283.58208955225,447761.19,443670.69,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s103_h30_SUPPORT_ON,capability_conditioned_s103_h30,capability_conditioned,103,60,30,SUPPORT_ON,0.776,0.7867,1.6135,0.7675,0.7853,650.0,30.0,680.0,0.637,0.9268,0.0575,0.38,0.0045,100000.0,120000.0,120000.0,160000.0,500000.0,493873.88,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s103_h30_SUPPORT_OFF,capability_conditioned_s103_h30,capability_conditioned,103,60,30,SUPPORT_OFF,0.7214,0.735,1.51,0.7186,0.7278,650.0,30.0,680.0,0.637,0.9268,0.0575,0.38,0.0045,66666.66666666666,80000.0,80000.0,106666.66666666666,333333.33,329249.25,1.15,0.9,1.05,0.98,0.9,1.02,1.016
